age_group,amazon_product_url,article_chapter_link,asterisk,author,book_image,book_image_height,book_image_width,book_review_link,book_uri,contributor,contributor_note,created_date,dagger,description,first_chapter_link,price,primary_isbn10,primary_isbn13,publisher,rank,rank_last_week,sunday_review_link,title,updated_date,weeks_on_list,category,published_date,Unnamed: 0,date_datetime
,https://www.amazon.com/dp/B0DTYKCJC9?tag=thenewyorktim-20,,0,Jake Tapper and Alex Thompson,https://static01.nyt.com/bestsellers/images/9798217060672.jpg,500,329,,nyt://book/786e31c1-bc83-50f1-bd8d-995926458641,by Jake Tapper and Alex Thompson,,2025-06-02T23:13:46.798Z,0,An account of Joe Biden’s initial decision to run for re-election in 2024 and its numerous consequences.,,0.0,,9798217060672,Penguin Press,1,0,,ORIGINAL SIN,2025-06-02T23:13:46.798Z,1,Political Science,2025-06-08,,
,https://www.amazon.com/dp/1668023369?tag=thenewyorktim-20,,0,Dawn Staley,https://static01.nyt.com/bestsellers/images/9781668023365.jpg,500,329,,nyt://book/93e1c5cf-1a3f-5ede-b081-ca9bbd7d30a2,by Dawn Staley,,2025-06-02T23:13:46.873Z,0,"The three-time Olympic gold medalist and six-time W.N.B.A. All-Star, who is the head coach for the South Carolina Gamecocks women’s basketball team, describes obstacles she encountered on and off the court.",,0.0,,9781668023365,Atria/Black Privilege,2,0,,UNCOMMON FAVOR,2025-06-02T23:13:46.873Z,1,Biography & Autobiography,2025-06-08,,
,https://www.amazon.com/dp/0525561722?tag=thenewyorktim-20,,0,Ron Chernow,https://static01.nyt.com/bestsellers/images/9780525561729.jpg,500,329,,nyt://book/b92f68c9-76ad-5510-8520-c5864d663b19,by Ron Chernow,,2025-06-02T23:13:46.947Z,0,The Pulitzer Prize-winning biographer portrays the life and career of the literary celebrity and political pundit.,,0.0,,9780525561729,Penguin Press,3,1,,MARK TWAIN,2025-06-02T23:13:46.947Z,2,Biography & Autobiography,2025-06-08,,
,https://www.amazon.com/dp/1668053373?tag=thenewyorktim-20,,0,Patrick McGee,https://static01.nyt.com/bestsellers/images/9781668053379.jpg,500,331,,nyt://book/82ca74aa-bab8-5b05-9a1f-f8f7e383e1e2,by Patrick McGee,,2025-06-02T23:13:47.02Z,0,A journalist depicts the development of Apple’s supply chain and its increasingly precarious relationship with China.,,0.0,,9781668053379,Scribner,4,0,,APPLE IN CHINA,2025-06-02T23:13:47.02Z,1,Business & Economics,2025-06-08,,
,https://www.amazon.com/dp/0593655036?tag=thenewyorktim-20,,0,Jonathan Haidt,https://static01.nyt.com/bestsellers/images/9780593655030.jpg,500,329,,nyt://book/7557cf43-7888-5c15-8206-d3541cccd89b,by Jonathan Haidt,,2025-06-02T23:13:47.093Z,0,A co-author of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children.,,0.0,,9780593655030,Penguin Press,5,2,,THE ANXIOUS GENERATION,2025-06-02T23:13:47.093Z,61,Psychology,2025-06-08,,
,https://www.amazon.com/dp/1668096870?tag=thenewyorktim-20,,0,Barry Diller,https://static01.nyt.com/bestsellers/images/9781668096871.jpg,500,335,,nyt://book/e98102d7-5245-5251-b913-d2331f70382a,by Barry Diller,,2025-06-02T23:13:47.167Z,1,The businessman charts his career from the mail room at William Morris to the heights of the entertainment industry and beyond.,,0.0,,9781668096871,Simon & Schuster,6,0,,WHO KNEW,2025-06-02T23:13:47.167Z,1,Biography & Autobiography,2025-06-08,,
,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=thenewyorktim-20,,0,Bessel van der Kolk,https://static01.nyt.com/bestsellers/images/9780143127741.jpg,193,128,https://www.nytimes.com/2018/10/18/books/review/how-to-rewire-your-traumatized-brain.html,nyt://book/e3e33e9d-0e67-5fec-b0d2-2ecddc38ce0e,by Bessel van der Kolk,,2025-06-02T23:13:47.24Z,0,"How trauma affects the body and mind, and innovative treatments for recovery.",,0.0,,9780143127741,Penguin,7,5,,THE BODY KEEPS THE SCORE,2025-06-02T23:13:47.24Z,244,Medical,2025-06-08,,
,https://www.amazon.com/dp/1668023482?tag=thenewyorktim-20,,0,Ezra Klein and Derek Thompson,https://static01.nyt.com/bestsellers/images/9781668023488.jpg,500,331,,nyt://book/041486a7-1130-5821-989f-33b7d1efd0de,by Ezra Klein and Derek Thompson,,2025-06-02T23:13:47.314Z,0,A New York Times opinion columnist and a staff writer at The Atlantic evaluate obstacles to American progress.,,0.0,,9781668023488,Avid Reader,8,7,,ABUNDANCE,2025-06-02T23:13:47.314Z,10,Business & Economics,2025-06-08,,
,https://www.amazon.com/dp/1538768461?tag=thenewyorktim-20,,0,Nate Bargatze,https://static01.nyt.com/bestsellers/images/9781538768464.jpg,500,329,,nyt://book/455045a1-1463-5d73-be48-160b23c2acc9,by Nate Bargatze,,2025-06-02T23:13:47.386Z,0,The Grammy Award-nominated comedian shares snippets from his life and career.,,0.0,,9781538768464,Grand Central,9,3,,BIG DUMB EYES,2025-06-02T23:13:47.386Z,3,Biography & Autobiography,2025-06-08,,
,https://www.amazon.com/dp/0593799186?tag=thenewyorktim-20,,0,Rick Atkinson,https://static01.nyt.com/bestsellers/images/9780593799185.jpg,500,329,,nyt://book/fa7dc600-09b9-5121-8800-f63b633f9f41,by Rick Atkinson,,2025-06-02T23:13:47.459Z,0,The author of “The British Are Coming” portrays the middle years of the American Revolution.,,0.0,,9780593799185,Crown,10,12,,THE FATE OF THE DAY,2025-06-02T23:13:47.459Z,4,History,2025-06-08,,
,https://www.amazon.com/dp/0393242137?tag=thenewyorktim-20,,0,Robert Macfarlane,https://static01.nyt.com/bestsellers/images/9780393242133.jpg,500,329,,nyt://book/a89110b8-b088-58cd-afd3-275cc677b3c2,by Robert Macfarlane,,2025-06-02T23:13:47.534Z,0,"The author of “Underland” explores flowing waters in Ecuador, India and Canada.",,0.0,,9780393242133,Norton,11,0,,IS A RIVER ALIVE?,2025-06-02T23:13:47.534Z,1,Nature,2025-06-08,,
,https://www.amazon.com/dp/0525426051?tag=thenewyorktim-20,,0,John Green,https://static01.nyt.com/bestsellers/images/9780525556572.jpg,500,331,,nyt://book/bb5b70b2-964d-5146-8e4b-64724d34a3a9,by John Green,,2025-06-02T23:13:47.608Z,0,The author of “The Anthropocene Reviewed” chronicles the fight against the deadly infectious disease tuberculosis.,,0.0,,9780525556572,Crash Course,12,10,,EVERYTHING IS TUBERCULOSIS,2025-06-02T23:13:47.608Z,10,Social Science,2025-06-08,,
,https://www.amazon.com/Tyranny-Twenty-Lessons-Twentieth-Century/dp/0804190119?tag=thenewyorktim-20,,0,Timothy Snyder,https://static01.nyt.com/bestsellers/images/9780804190114.jpg,465,330,,nyt://book/eeb07cb6-f672-5b8d-b85d-6ce6f62b1856,by Timothy Snyder,,2025-06-02T23:13:47.681Z,0,Twenty lessons from the 20th century about the course of tyranny.,,0.0,,9780804190114,Crown,13,13,,ON TYRANNY,2025-06-02T23:13:47.681Z,52,Political Science,2025-06-08,,
,https://www.amazon.com/dp/0593657500?tag=thenewyorktim-20,,0,Karen Hao,https://static01.nyt.com/bestsellers/images/9780593657508.jpg,500,329,,nyt://book/ab7f22c8-0633-5baf-8263-71c8899cfd41,by Karen Hao,,2025-06-02T23:13:47.754Z,0,An examination of the disruptions made and resources taken by artificial intelligence.,,0.0,,9780593657508,Penguin Press,14,0,,EMPIRE OF AI,2025-06-02T23:13:47.754Z,1,Technology & Engineering,2025-06-08,,
,https://www.amazon.com/dp/1538767066?tag=thenewyorktim-20,,0,Jonathan Capehart,https://static01.nyt.com/bestsellers/images/9781538767061.jpg,500,331,,nyt://book/1c972b9e-91e8-512f-b55e-8be6f7c0a1e3,by Jonathan Capehart,,2025-06-02T23:13:47.827Z,0,The MSNBC anchor and Pulitzer Prize-winning journalist describes how he embraced his identity.,,0.0,,9781538767061,Grand Central,15,0,,YET HERE I AM,2025-06-02T23:13:47.827Z,1,Biography & Autobiography,2025-06-08,,
,https://www.amazon.com/dp/0593597400?tag=thenewyorktim-20,,0,Tina Knowles with Kevin Carr O'Leary,https://static01.nyt.com/bestsellers/images/9780593597408.jpg,500,375,,nyt://book/4e539008-0935-5396-aa30-495b9145310f,by Tina Knowles with Kevin Carr O'Leary,,2025-06-04T22:33:17.822Z,0,,,0.0,,9780593597408,One World,1,0,,MATRIARCH,2025-06-04T22:33:17.822Z,1,Biography & Autobiography,2025-05-11,,
,https://www.amazon.com/dp/1668023482?tag=thenewyorktim-20,,0,Ezra Klein and Derek Thompson,https://static01.nyt.com/bestsellers/images/9781668023488.jpg,500,331,,nyt://book/041486a7-1130-5821-989f-33b7d1efd0de,by Ezra Klein and Derek Thompson,,2025-06-02T23:13:47.314Z,0,A New York Times opinion columnist and a staff writer at The Atlantic evaluate obstacles to American progress.,,0.0,,9781668023488,Avid Reader,2,1,,ABUNDANCE,2025-06-02T23:13:47.314Z,6,Business & Economics,2025-05-11,,
,https://www.amazon.com/dp/0525426051?tag=thenewyorktim-20,,0,John Green,https://static01.nyt.com/bestsellers/images/9780525556572.jpg,500,331,,nyt://book/bb5b70b2-964d-5146-8e4b-64724d34a3a9,by John Green,,2025-06-02T23:13:47.608Z,0,The author of “The Anthropocene Reviewed” chronicles the fight against the deadly infectious disease tuberculosis.,,0.0,,9780525556572,Crash Course,3,2,,EVERYTHING IS TUBERCULOSIS,2025-06-02T23:13:47.608Z,6,Social Science,2025-05-11,,
,https://www.amazon.com/dp/0593803671?tag=thenewyorktim-20,,0,Joan Didion,https://static01.nyt.com/bestsellers/images/9780593803677.jpg,500,329,,nyt://book/5ebb46d0-9a97-51ed-91f0-a518dda382d1,by Joan Didion,,2025-05-16T17:58:08.88Z,0,"Didon’s first-person account, discovered after her death, written to her husband, John Gregory Dunne, of her psychiatric sessions.",,0.0,,9780593803677,Knopf,4,0,,NOTES TO JOHN,2025-05-16T17:58:08.88Z,1,Literary Collections,2025-05-11,,
,https://www.amazon.com/dp/0593978773?tag=thenewyorktim-20,,0,Pope Francis with Carlo Musso,https://static01.nyt.com/bestsellers/images/9780593978771.jpg,500,335,,nyt://book/2520551f-07e4-5c12-b83d-f426855f31e1,by Pope Francis with Carlo Musso,,2025-06-02T23:12:58.352Z,0,The late Pope Francis recounts details of his life from his childhood through to key moments of his papacy; translated by Richard Dixon.,,0.0,,9780593978771,Random House,5,0,,HOPE,2025-06-02T23:12:58.352Z,3,Religion,2025-05-11,,
,https://www.amazon.com/dp/0593655036?tag=thenewyorktim-20,,0,Jonathan Haidt,https://static01.nyt.com/bestsellers/images/9780593655030.jpg,500,329,,nyt://book/7557cf43-7888-5c15-8206-d3541cccd89b,by Jonathan Haidt,,2025-06-02T23:13:47.093Z,0,A co-author of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children.,,0.0,,9780593655030,Penguin Press,6,3,,THE ANXIOUS GENERATION,2025-06-02T23:13:47.093Z,57,Psychology,2025-05-11,,
,https://www.amazon.com/Tyranny-Twenty-Lessons-Twentieth-Century/dp/0804190119?tag=thenewyorktim-20,,0,Timothy Snyder,https://static01.nyt.com/bestsellers/images/9780804190114.jpg,465,330,,nyt://book/eeb07cb6-f672-5b8d-b85d-6ce6f62b1856,by Timothy Snyder,,2025-06-02T23:13:47.681Z,0,Twenty lessons from the 20th century about the course of tyranny.,,0.0,,9780804190114,Crown,7,4,,ON TYRANNY,2025-06-02T23:13:47.681Z,48,Political Science,2025-05-11,,
,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=thenewyorktim-20,,0,Bessel van der Kolk,https://static01.nyt.com/bestsellers/images/9780143127741.jpg,193,128,https://www.nytimes.com/2018/10/18/books/review/how-to-rewire-your-traumatized-brain.html,nyt://book/e3e33e9d-0e67-5fec-b0d2-2ecddc38ce0e,by Bessel van der Kolk,,2025-06-02T23:13:47.24Z,0,"How trauma affects the body and mind, and innovative treatments for recovery.",,0.0,,9780143127741,Penguin,8,7,,THE BODY KEEPS THE SCORE,2025-06-02T23:13:47.24Z,240,Medical,2025-05-11,,
,https://www.amazon.com/dp/B0DHZ2ZXPM?tag=thenewyorktim-20,,0,Michael Lewis,https://static01.nyt.com/bestsellers/images/9798217047802.jpg,500,331,,nyt://book/0a1d12c6-2ba3-5618-a876-5f7072d3d8b7,by Michael Lewis,,2025-05-16T17:58:09.242Z,0,"Essays by Casey Cep, Dave Eggers, John Lanchester, Geraldine Brooks, Sarah Vowell, W. Kamau Bell and Michael Lewis illuminate the work of federal employees and the business of government.",,0.0,,9798217047802,Riverhead,9,12,,WHO IS GOVERNMENT?,2025-05-16T17:58:09.242Z,6,Political Science,2025-05-11,,
,https://www.amazon.com/dp/0063437139?tag=thenewyorktim-20,,0,Douglas Murray,https://static01.nyt.com/bestsellers/images/9780063437135.jpg,500,327,,nyt://book/00ff19eb-fa60-56df-85ed-fe85316f7f02,by Douglas Murray,,2025-05-16T17:58:09.316Z,1,The author of “The War on the West” gives his perspective on the conflict between Israel and Hamas.,,0.0,,9780063437135,Broadside,10,8,,ON DEMOCRACIES AND DEATH CULTS,2025-05-16T17:58:09.316Z,3,History,2025-05-11,,
,https://www.amazon.com/dp/B0DTP85ZG6?tag=thenewyorktim-20,,0,David A. Graham,https://static01.nyt.com/bestsellers/images/9798217153725.jpg,500,333,,nyt://book/b908173b-897f-51e9-be8b-67e5cf24ba8b,by David A. Graham,,2025-05-17T20:58:25.315Z,0,"A staff writer at The Atlantic explicates Project 2025, which was published by the conservative think tank the Heritage Foundation.",,0.0,,9798217153725,Random House,11,0,,THE PROJECT,2025-05-17T20:58:25.315Z,1,Political Science,2025-05-11,,
,https://www.amazon.com/dp/1623716365?tag=thenewyorktim-20,,0,Sim Kern,https://static01.nyt.com/bestsellers/images/9781623716363.jpg,500,335,,nyt://book/85a5b7fb-ed39-5d02-a207-c1fd7579fed6,by Sim Kern,,2025-05-16T17:58:09.459Z,0,An anti-Zionist Jewish activist recounts pivotal life experiences.,,0.0,,9781623716363,Interlink,12,0,,GENOCIDE BAD,2025-05-16T17:58:09.459Z,1,Political Science,2025-05-11,,
,https://www.amazon.com/dp/1250391237?tag=thenewyorktim-20,,0,Sarah Wynn-Williams,https://static01.nyt.com/bestsellers/images/9781250391230.jpg,500,329,,nyt://book/7c18484b-2dcb-57fc-800a-8d457e7b848c,by Sarah Wynn-Williams,,2025-05-16T17:58:09.532Z,0,A former Facebook executive gives an account of policies and leadership at the social media platform.,,0.0,,9781250391230,Flatiron,13,9,,CARELESS PEOPLE,2025-05-16T17:58:09.532Z,7,Biography & Autobiography,2025-05-11,,
,https://www.amazon.com/dp/006343864X?tag=thenewyorktim-20,,0,Jonathan Allen and Amie Parnes,https://static01.nyt.com/bestsellers/images/9780063438644.jpg,500,331,,nyt://book/fb226c54-cf9f-55b0-87b7-2855382cbd45,by Jonathan Allen and Amie Parnes,,2025-05-16T17:58:09.606Z,0,The authors of “Shattered” give an account of the 2024 presidential campaigns.,,0.0,,9780063438644,Morrow,14,5,,FIGHT,2025-05-16T17:58:09.606Z,4,Biography & Autobiography,2025-05-11,,
